datetime,interval
2021-01-03 11:26:53,0.0
2021-01-03 11:38:24,691.0
2021-01-03 11:38:24,0.0
2021-01-03 11:52:48,864.0
2021-01-03 11:52:48,0.0
2021-01-03 11:55:41,173.0
2021-01-03 11:55:41,0.0
2021-01-03 11:58:34,173.0
2021-01-03 11:58:34,0.0
2021-01-03 12:33:07,2073.0
2021-01-03 12:33:07,0.0
2021-01-03 12:54:43,1296.0
2021-01-03 12:54:43,0.0
2021-01-03 13:12:00,1037.0
2021-01-03 13:12:00,0.0
2021-01-03 13:14:53,173.0
2021-01-03 13:14:53,0.0
2021-01-03 13:27:50,777.0
2021-01-03 13:27:50,0.0
2021-01-03 13:35:02,432.0
2021-01-03 13:35:02,0.0
2021-01-03 13:58:05,1383.0
2021-01-03 13:58:05,0.0
2021-01-03 13:58:05,0.0
2021-01-03 13:58:05,0.0
2021-01-03 14:03:50,345.0
2021-01-03 14:03:50,0.0
2021-01-03 14:47:02,2592.0
2021-01-03 14:47:02,0.0
2021-01-03 15:34:34,2852.0
2021-01-03 15:34:34,0.0
2021-01-03 16:29:17,3283.0
2021-01-03 16:29:17,0.0
2021-01-03 17:31:12,3715.0
2021-01-03 17:31:12,0.0
2021-01-04 09:01:26,0.0
2021-01-04 09:31:41,1815.0
2021-01-04 09:31:41,0.0
2021-01-04 09:43:12,691.0
2021-01-04 09:43:12,0.0
2021-01-04 10:03:22,1210.0
2021-01-04 10:03:22,0.0
2021-01-04 10:27:50,1468.0
2021-01-04 10:27:50,0.0
2021-01-04 11:09:36,2506.0
2021-01-04 11:09:36,0.0
2021-01-04 11:13:55,259.0
2021-01-04 11:13:55,0.0
2021-01-04 11:18:14,259.0
2021-01-04 11:18:14,0.0
2021-01-04 11:22:34,260.0
2021-01-04 11:22:34,0.0
2021-01-04 11:32:38,604.0
2021-01-04 11:32:38,0.0
2021-01-04 12:02:53,1815.0
2021-01-04 12:02:53,0.0
2021-01-04 12:15:50,777.0
2021-01-04 12:15:50,0.0
2021-01-04 12:15:50,0.0
2021-01-04 12:15:50,0.0
2021-01-04 13:32:10,4580.0
2021-01-04 13:32:10,0.0
2021-01-04 13:45:07,777.0
2021-01-04 13:45:07,0.0
2021-01-04 13:56:38,691.0
2021-01-04 13:56:38,0.0
2021-01-04 14:25:26,1728.0
2021-01-04 14:25:26,0.0
2021-01-04 14:28:19,173.0
2021-01-04 14:28:19,0.0
2021-01-04 14:31:12,173.0
2021-01-04 14:31:12,0.0
2021-01-04 14:49:55,1123.0
2021-01-04 14:49:55,0.0
2021-01-04 15:23:02,1987.0
2021-01-04 15:23:02,0.0
2021-01-04 15:48:58,1556.0
2021-01-04 15:48:58,0.0
2021-01-04 16:48:00,3542.0
2021-01-04 16:48:00,0.0
2021-01-04 16:49:26,86.0
2021-01-04 16:49:26,0.0
2021-01-04 16:49:26,0.0
2021-01-04 16:49:26,0.0
2021-01-04 17:35:31,2765.0
2021-01-04 17:35:31,0.0
2021-01-04 17:39:50,259.0
2021-01-04 17:39:50,0.0
2021-01-05 09:08:38,0.0
2021-01-05 09:25:55,1037.0
2021-01-05 09:25:55,0.0
2021-01-05 09:33:07,432.0
2021-01-05 09:33:07,0.0
2021-01-05 10:00:29,1642.0
2021-01-05 10:00:29,0.0
2021-01-05 10:49:26,2937.0
2021-01-05 10:49:26,0.0
2021-01-05 11:31:12,2506.0
2021-01-05 11:31:12,0.0
2021-01-05 11:41:17,605.0
2021-01-05 11:41:17,0.0
2021-01-05 11:49:55,518.0
2021-01-05 11:49:55,0.0
2021-01-05 11:49:55,0.0
2021-01-05 11:49:55,0.0
2021-01-05 12:00:00,605.0
2021-01-05 12:00:00,0.0
2021-01-05 12:12:58,778.0
2021-01-05 12:12:58,0.0
2021-01-05 13:04:48,3110.0
2021-01-05 13:04:48,0.0
2021-01-05 13:59:31,3283.0
2021-01-05 13:59:31,0.0
2021-01-05 14:42:43,2592.0
2021-01-05 14:42:43,0.0
2021-01-05 15:18:43,2160.0
2021-01-05 15:18:43,0.0
2021-01-05 15:20:10,87.0
2021-01-05 15:20:10,0.0
2021-01-05 15:31:41,691.0
2021-01-05 15:31:41,0.0
2021-01-05 15:31:41,0.0
2021-01-05 15:31:41,0.0
2021-01-05 15:37:26,345.0
2021-01-05 15:37:26,0.0
2021-01-05 15:44:38,432.0
2021-01-05 15:44:38,0.0
2021-01-05 16:06:14,1296.0
2021-01-05 16:06:14,0.0
2021-01-05 16:16:19,605.0
2021-01-05 16:16:19,0.0
2021-01-05 16:27:50,691.0
2021-01-05 16:27:50,0.0
2021-01-05 17:25:26,3456.0
2021-01-05 17:25:26,0.0
2021-01-05 17:29:46,260.0
2021-01-05 17:29:46,0.0
2021-01-05 17:38:24,518.0
2021-01-05 17:38:24,0.0
2021-01-05 17:44:10,346.0
2021-01-05 17:44:10,0.0
2021-01-05 17:57:07,777.0
2021-01-05 17:57:07,0.0
2021-01-06 09:08:38,0.0
2021-01-06 10:06:14,3456.0
2021-01-06 10:06:14,0.0
2021-01-06 10:07:41,87.0
2021-01-06 10:07:41,0.0
2021-01-06 10:32:10,1469.0
2021-01-06 10:32:10,0.0
2021-01-06 10:42:14,604.0
2021-01-06 10:42:14,0.0
2021-01-06 11:12:29,1815.0
2021-01-06 11:12:29,0.0
2021-01-06 11:29:46,1037.0
2021-01-06 11:29:46,0.0
2021-01-06 11:38:24,518.0
2021-01-06 11:38:24,0.0
2021-01-06 11:45:36,432.0
2021-01-06 11:45:36,0.0
2021-01-06 12:05:46,1210.0
2021-01-06 12:05:46,0.0
2021-01-06 12:07:12,86.0
2021-01-06 12:07:12,0.0
2021-01-06 13:30:43,5011.0
2021-01-06 13:30:43,0.0
2021-01-06 13:58:05,1642.0
2021-01-06 13:58:05,0.0
2021-01-06 14:03:50,345.0
2021-01-06 14:03:50,0.0
2021-01-06 14:13:55,605.0
2021-01-06 14:13:55,0.0
2021-01-06 14:32:38,1123.0
2021-01-06 14:32:38,0.0
2021-01-06 14:57:07,1469.0
2021-01-06 14:57:07,0.0
2021-01-06 15:02:53,346.0
2021-01-06 15:02:53,0.0
2021-01-06 15:12:58,605.0
2021-01-06 15:12:58,0.0
2021-01-06 16:17:46,3888.0
2021-01-06 16:17:46,0.0
2021-01-06 16:22:05,259.0
2021-01-06 16:22:05,0.0
2021-01-06 16:27:50,345.0
2021-01-06 16:27:50,0.0
2021-01-06 16:35:02,432.0
2021-01-06 16:35:02,0.0
2021-01-06 16:39:22,260.0
2021-01-06 16:39:22,0.0
2021-01-06 17:00:58,1296.0
2021-01-06 17:00:58,0.0
2021-01-06 17:19:41,1123.0
2021-01-06 17:19:41,0.0
2021-01-06 17:21:07,86.0
2021-01-06 17:21:07,0.0
2021-01-06 17:22:34,87.0
2021-01-06 17:22:34,0.0
2021-01-06 17:24:00,86.0
2021-01-06 17:24:00,0.0
2021-01-07 09:04:19,0.0
2021-01-07 09:07:12,173.0
2021-01-07 09:07:12,0.0
2021-01-07 09:20:10,778.0
2021-01-07 09:20:10,0.0
2021-01-07 10:14:53,3283.0
2021-01-07 10:14:53,0.0
2021-01-07 10:23:31,518.0
2021-01-07 10:23:31,0.0
2021-01-07 10:33:36,605.0
2021-01-07 10:33:36,0.0
2021-01-07 10:48:00,864.0
2021-01-07 10:48:00,0.0
2021-01-07 11:36:58,2938.0
2021-01-07 11:36:58,0.0
2021-01-07 11:42:43,345.0
2021-01-07 11:42:43,0.0
2021-01-07 11:47:02,259.0
2021-01-07 11:47:02,0.0
2021-01-07 12:08:38,1296.0
2021-01-07 12:08:38,0.0
2021-01-07 12:36:00,1642.0
2021-01-07 12:36:00,0.0
2021-01-07 12:48:58,778.0
2021-01-07 12:48:58,0.0
2021-01-07 13:26:24,2246.0
2021-01-07 13:26:24,0.0
2021-01-07 13:30:43,259.0
2021-01-07 13:30:43,0.0
2021-01-07 13:42:14,691.0
2021-01-07 13:42:14,0.0
2021-01-07 13:45:07,173.0
2021-01-07 13:45:07,0.0
2021-01-07 14:31:12,2765.0
2021-01-07 14:31:12,0.0
2021-01-07 15:53:17,4925.0
2021-01-07 15:53:17,0.0
2021-01-07 16:07:41,864.0
2021-01-07 16:07:41,0.0
2021-01-07 16:29:17,1296.0
2021-01-07 16:29:17,0.0
2021-01-07 16:40:48,691.0
2021-01-07 16:40:48,0.0
2021-01-07 17:03:50,1382.0
2021-01-07 17:03:50,0.0
2021-01-07 17:39:50,2160.0
2021-01-07 17:39:50,0.0
2021-01-07 17:47:02,432.0
2021-01-07 17:47:02,0.0
2021-01-07 17:48:29,87.0
2021-01-07 17:48:29,0.0
2021-01-07 17:55:41,432.0
2021-01-07 17:55:41,0.0
2021-01-08 09:00:00,0.0
2021-01-08 09:24:29,1469.0
2021-01-08 09:24:29,0.0
2021-01-08 09:47:31,1382.0
2021-01-08 09:47:31,0.0
2021-01-08 09:59:02,691.0
2021-01-08 09:59:02,0.0
2021-01-08 10:42:14,2592.0
2021-01-08 10:42:14,0.0
2021-01-08 10:49:26,432.0
2021-01-08 10:49:26,0.0
2021-01-08 10:49:26,0.0
2021-01-08 10:49:26,0.0
2021-01-08 11:00:58,692.0
2021-01-08 11:00:58,0.0
2021-01-08 11:16:48,950.0
2021-01-08 11:16:48,0.0
2021-01-08 11:16:48,0.0
2021-01-08 11:16:48,0.0
2021-01-08 12:12:58,3370.0
2021-01-08 12:12:58,0.0
2021-01-08 12:14:24,86.0
2021-01-08 12:14:24,0.0
2021-01-08 12:38:53,1469.0
2021-01-08 12:38:53,0.0
2021-01-08 12:48:58,605.0
2021-01-08 12:48:58,0.0
2021-01-08 13:10:34,1296.0
2021-01-08 13:10:34,0.0
2021-01-08 13:10:34,0.0
2021-01-08 13:10:34,0.0
2021-01-08 13:17:46,432.0
2021-01-08 13:17:46,0.0
2021-01-08 13:43:41,1555.0
2021-01-08 13:43:41,0.0
2021-01-08 15:37:26,6825.0
2021-01-08 15:37:26,0.0
2021-01-08 15:43:12,346.0
2021-01-08 15:43:12,0.0
2021-01-08 15:53:17,605.0
2021-01-08 15:53:17,0.0
2021-01-08 15:54:43,86.0
2021-01-08 15:54:43,0.0
2021-01-08 16:37:55,2592.0
2021-01-08 16:37:55,0.0
2021-01-08 18:00:00,4925.0
2021-01-08 18:00:00,0.0
2021-01-09 09:07:12,0.0
2021-01-09 09:24:29,1037.0
2021-01-09 09:24:29,0.0
2021-01-09 09:34:34,605.0
2021-01-09 09:34:34,0.0
2021-01-09 10:22:05,2851.0
2021-01-09 10:22:05,0.0
2021-01-09 10:29:17,432.0
2021-01-09 10:29:17,0.0
2021-01-09 10:32:10,173.0
2021-01-09 10:32:10,0.0
2021-01-09 10:58:05,1555.0
2021-01-09 10:58:05,0.0
2021-01-09 11:05:17,432.0
2021-01-09 11:05:17,0.0
2021-01-09 11:11:02,345.0
2021-01-09 11:11:02,0.0
2021-01-09 11:16:48,346.0
2021-01-09 11:16:48,0.0
2021-01-09 11:25:26,518.0
2021-01-09 11:25:26,0.0
2021-01-09 11:48:29,1383.0
2021-01-09 11:48:29,0.0
2021-01-09 11:48:29,0.0
2021-01-09 11:48:29,0.0
2021-01-09 11:48:29,0.0
2021-01-09 11:48:29,0.0
2021-01-09 11:55:41,432.0
2021-01-09 11:55:41,0.0
2021-01-09 12:31:41,2160.0
2021-01-09 12:31:41,0.0
2021-01-09 12:33:07,86.0
2021-01-09 12:33:07,0.0
2021-01-09 12:40:19,432.0
2021-01-09 12:40:19,0.0
2021-01-09 12:50:24,605.0
2021-01-09 12:50:24,0.0
2021-01-09 13:03:22,778.0
2021-01-09 13:03:22,0.0
2021-01-09 13:39:22,2160.0
2021-01-09 13:39:22,0.0
2021-01-09 13:59:31,1209.0
2021-01-09 13:59:31,0.0
2021-01-09 14:12:29,778.0
2021-01-09 14:12:29,0.0
2021-01-09 14:19:41,432.0
2021-01-09 14:19:41,0.0
2021-01-09 14:51:22,1901.0
2021-01-09 14:51:22,0.0
2021-01-09 15:43:12,3110.0
2021-01-09 15:43:12,0.0
2021-01-09 16:58:05,4493.0
2021-01-09 16:58:05,0.0
2021-01-09 17:05:17,432.0
2021-01-09 17:05:17,0.0
2021-01-09 17:21:07,950.0
2021-01-09 17:21:07,0.0
2021-01-09 17:22:34,87.0
2021-01-09 17:22:34,0.0
2021-01-09 17:24:00,86.0
2021-01-09 17:24:00,0.0
2021-01-09 17:28:19,259.0
2021-01-09 17:28:19,0.0
2021-01-09 17:32:38,259.0
2021-01-09 17:32:38,0.0
2021-01-09 17:42:43,605.0
2021-01-09 17:42:43,0.0
2021-01-10 09:00:00,0.0
2021-01-10 09:08:38,518.0
2021-01-10 09:08:38,0.0
2021-01-10 10:06:14,3456.0
2021-01-10 10:06:14,0.0
2021-01-10 10:35:02,1728.0
2021-01-10 10:35:02,0.0
2021-01-10 11:11:02,2160.0
2021-01-10 11:11:02,0.0
2021-01-10 11:18:14,432.0
2021-01-10 11:18:14,0.0
2021-01-10 11:29:46,692.0
2021-01-10 11:29:46,0.0
2021-01-10 11:31:12,86.0
2021-01-10 11:31:12,0.0
2021-01-10 11:47:02,950.0
2021-01-10 11:47:02,0.0
2021-01-10 12:27:22,2420.0
2021-01-10 12:27:22,0.0
2021-01-10 12:33:07,345.0
2021-01-10 12:33:07,0.0
2021-01-10 12:56:10,1383.0
2021-01-10 12:56:10,0.0
2021-01-10 13:13:26,1036.0
2021-01-10 13:13:26,0.0
2021-01-10 13:48:00,2074.0
2021-01-10 13:48:00,0.0
2021-01-10 13:52:19,259.0
2021-01-10 13:52:19,0.0
2021-01-10 14:09:36,1037.0
2021-01-10 14:09:36,0.0
2021-01-10 14:16:48,432.0
2021-01-10 14:16:48,0.0
2021-01-10 14:25:26,518.0
2021-01-10 14:25:26,0.0
2021-01-10 14:32:38,432.0
2021-01-10 14:32:38,0.0
2021-01-10 14:58:34,1556.0
2021-01-10 14:58:34,0.0
2021-01-10 15:56:10,3456.0
2021-01-10 15:56:10,0.0
2021-01-10 16:00:29,259.0
2021-01-10 16:00:29,0.0
2021-01-10 16:37:55,2246.0
2021-01-10 16:37:55,0.0
2021-01-10 16:37:55,0.0
2021-01-10 16:37:55,0.0
2021-01-10 16:42:14,259.0
2021-01-10 16:42:14,0.0
2021-01-10 16:58:05,951.0
2021-01-10 16:58:05,0.0
2021-01-10 17:24:00,1555.0
2021-01-10 17:24:00,0.0
2021-01-10 17:25:26,86.0
2021-01-10 17:25:26,0.0
2021-01-10 17:31:12,346.0
2021-01-10 17:31:12,0.0
2021-01-10 17:35:31,259.0
2021-01-10 17:35:31,0.0
2021-01-10 17:39:50,259.0
2021-01-10 17:39:50,0.0
2021-01-10 17:48:29,519.0
2021-01-10 17:48:29,0.0
2021-01-11 09:30:14,0.0
2021-01-11 09:37:26,432.0
2021-01-11 09:37:26,0.0
2021-01-11 09:38:53,87.0
2021-01-11 09:38:53,0.0
2021-01-11 09:38:53,0.0
2021-01-11 09:38:53,0.0
2021-01-11 09:48:58,605.0
2021-01-11 09:48:58,0.0
2021-01-11 10:04:48,950.0
2021-01-11 10:04:48,0.0
2021-01-11 10:13:26,518.0
2021-01-11 10:13:26,0.0
2021-01-11 10:20:38,432.0
2021-01-11 10:20:38,0.0
2021-01-11 10:26:24,346.0
2021-01-11 10:26:24,0.0
2021-01-11 10:32:10,346.0
2021-01-11 10:32:10,0.0
2021-01-11 11:05:17,1987.0
2021-01-11 11:05:17,0.0
2021-01-11 11:28:19,1382.0
2021-01-11 11:28:19,0.0
2021-01-11 11:29:46,87.0
2021-01-11 11:29:46,0.0
2021-01-11 11:36:58,432.0
2021-01-11 11:36:58,0.0
2021-01-11 11:47:02,604.0
2021-01-11 11:47:02,0.0
2021-01-11 12:10:05,1383.0
2021-01-11 12:10:05,0.0
2021-01-11 12:20:10,605.0
2021-01-11 12:20:10,0.0
2021-01-11 12:24:29,259.0
2021-01-11 12:24:29,0.0
2021-01-11 12:43:12,1123.0
2021-01-11 12:43:12,0.0
2021-01-11 12:43:12,0.0
2021-01-11 12:43:12,0.0
2021-01-11 12:57:36,864.0
2021-01-11 12:57:36,0.0
2021-01-11 13:19:12,1296.0
2021-01-11 13:19:12,0.0
2021-01-11 13:55:12,2160.0
2021-01-11 13:55:12,0.0
2021-01-11 14:09:36,864.0
2021-01-11 14:09:36,0.0
2021-01-11 14:13:55,259.0
2021-01-11 14:13:55,0.0
2021-01-11 14:19:41,346.0
2021-01-11 14:19:41,0.0
2021-01-11 14:24:00,259.0
2021-01-11 14:24:00,0.0
2021-01-11 14:26:53,173.0
2021-01-11 14:26:53,0.0
2021-01-11 14:28:19,86.0
2021-01-11 14:28:19,0.0
2021-01-11 14:32:38,259.0
2021-01-11 14:32:38,0.0
2021-01-11 14:57:07,1469.0
2021-01-11 14:57:07,0.0
2021-01-11 15:12:58,951.0
2021-01-11 15:12:58,0.0
2021-01-11 15:37:26,1468.0
2021-01-11 15:37:26,0.0
2021-01-11 15:59:02,1296.0
2021-01-11 15:59:02,0.0
2021-01-11 16:17:46,1124.0
2021-01-11 16:17:46,0.0
2021-01-11 16:43:41,1555.0
2021-01-11 16:43:41,0.0
2021-01-11 17:06:43,1382.0
2021-01-11 17:06:43,0.0
2021-01-11 17:22:34,951.0
2021-01-11 17:22:34,0.0
2021-01-11 17:41:17,1123.0
2021-01-11 17:41:17,0.0
2021-01-11 17:41:17,0.0
2021-01-11 17:41:17,0.0
2021-01-11 17:48:29,432.0
2021-01-11 17:48:29,0.0
2021-01-11 17:49:55,86.0
2021-01-11 17:49:55,0.0
2021-01-12 09:51:50,0.0
2021-01-12 09:57:36,346.0
2021-01-12 09:57:36,0.0
2021-01-12 10:12:00,864.0
2021-01-12 10:12:00,0.0
2021-01-12 10:16:19,259.0
2021-01-12 10:16:19,0.0
2021-01-12 10:39:22,1383.0
2021-01-12 10:39:22,0.0
2021-01-12 10:48:00,518.0
2021-01-12 10:48:00,0.0
2021-01-12 10:49:26,86.0
2021-01-12 10:49:26,0.0
2021-01-12 11:06:43,1037.0
2021-01-12 11:06:43,0.0
2021-01-12 11:41:17,2074.0
2021-01-12 11:41:17,0.0
2021-01-12 12:04:19,1382.0
2021-01-12 12:04:19,0.0
2021-01-12 13:03:22,3543.0
2021-01-12 13:03:22,0.0
2021-01-12 13:30:43,1641.0
2021-01-12 13:30:43,0.0
2021-01-12 13:37:55,432.0
2021-01-12 13:37:55,0.0
2021-01-12 13:42:14,259.0
2021-01-12 13:42:14,0.0
2021-01-12 14:12:29,1815.0
2021-01-12 14:12:29,0.0
2021-01-12 14:51:22,2333.0
2021-01-12 14:51:22,0.0
2021-01-12 15:08:38,1036.0
2021-01-12 15:08:38,0.0
2021-01-12 15:23:02,864.0
2021-01-12 15:23:02,0.0
2021-01-12 15:47:31,1469.0
2021-01-12 15:47:31,0.0
2021-01-12 15:51:50,259.0
2021-01-12 15:51:50,0.0
2021-01-12 16:12:00,1210.0
2021-01-12 16:12:00,0.0
2021-01-12 16:45:07,1987.0
2021-01-12 16:45:07,0.0
2021-01-12 16:46:34,87.0
2021-01-12 16:46:34,0.0
2021-01-12 16:49:26,172.0
2021-01-12 16:49:26,0.0
2021-01-12 16:50:53,87.0
2021-01-12 16:50:53,0.0
2021-01-12 16:52:19,86.0
2021-01-12 16:52:19,0.0
2021-01-12 17:06:43,864.0
2021-01-12 17:06:43,0.0
2021-01-12 18:00:00,3197.0
2021-01-12 18:00:00,0.0
2021-01-13 09:21:36,0.0
2021-01-13 09:44:38,1382.0
2021-01-13 09:44:38,0.0
2021-01-13 09:46:05,87.0
2021-01-13 09:46:05,0.0
2021-01-13 09:56:10,605.0
2021-01-13 09:56:10,0.0
2021-01-13 10:37:55,2505.0
2021-01-13 10:37:55,0.0
2021-01-13 11:06:43,1728.0
2021-01-13 11:06:43,0.0
2021-01-13 11:09:36,173.0
2021-01-13 11:09:36,0.0
2021-01-13 11:45:36,2160.0
2021-01-13 11:45:36,0.0
2021-01-13 11:54:14,518.0
2021-01-13 11:54:14,0.0
2021-01-13 12:31:41,2247.0
2021-01-13 12:31:41,0.0
2021-01-13 12:37:26,345.0
2021-01-13 12:37:26,0.0
2021-01-13 12:40:19,173.0
2021-01-13 12:40:19,0.0
2021-01-13 14:02:24,4925.0
2021-01-13 14:02:24,0.0
2021-01-13 14:26:53,1469.0
2021-01-13 14:26:53,0.0
2021-01-13 14:48:29,1296.0
2021-01-13 14:48:29,0.0
2021-01-13 15:14:24,1555.0
2021-01-13 15:14:24,0.0
2021-01-13 15:27:22,778.0
2021-01-13 15:27:22,0.0
2021-01-13 15:34:34,432.0
2021-01-13 15:34:34,0.0
2021-01-13 15:40:19,345.0
2021-01-13 15:40:19,0.0
2021-01-13 17:58:34,8295.0
2021-01-13 17:58:34,0.0
2021-01-14 09:02:53,0.0
2021-01-14 09:14:24,691.0
2021-01-14 09:14:24,0.0
2021-01-14 09:17:17,173.0
2021-01-14 09:17:17,0.0
2021-01-14 09:24:29,432.0
2021-01-14 09:24:29,0.0
2021-01-14 10:01:55,2246.0
2021-01-14 10:01:55,0.0
2021-01-14 10:53:46,3111.0
2021-01-14 10:53:46,0.0
2021-01-14 11:19:41,1555.0
2021-01-14 11:19:41,0.0
2021-01-14 11:32:38,777.0
2021-01-14 11:32:38,0.0
2021-01-14 11:35:31,173.0
2021-01-14 11:35:31,0.0
2021-01-14 12:01:26,1555.0
2021-01-14 12:01:26,0.0
2021-01-14 12:05:46,260.0
2021-01-14 12:05:46,0.0
2021-01-14 12:11:31,345.0
2021-01-14 12:11:31,0.0
2021-01-14 12:33:07,1296.0
2021-01-14 12:33:07,0.0
2021-01-14 12:43:12,605.0
2021-01-14 12:43:12,0.0
2021-01-14 13:01:55,1123.0
2021-01-14 13:01:55,0.0
2021-01-14 13:30:43,1728.0
2021-01-14 13:30:43,0.0
2021-01-14 13:35:02,259.0
2021-01-14 13:35:02,0.0
2021-01-14 14:09:36,2074.0
2021-01-14 14:09:36,0.0
2021-01-14 14:38:24,1728.0
2021-01-14 14:38:24,0.0
2021-01-14 14:57:07,1123.0
2021-01-14 14:57:07,0.0
2021-01-14 15:20:10,1383.0
2021-01-14 15:20:10,0.0
2021-01-14 15:51:50,1900.0
2021-01-14 15:51:50,0.0
2021-01-14 15:54:43,173.0
2021-01-14 15:54:43,0.0
2021-01-14 16:27:50,1987.0
2021-01-14 16:27:50,0.0
2021-01-14 16:39:22,692.0
2021-01-14 16:39:22,0.0
2021-01-14 17:19:41,2419.0
2021-01-14 17:19:41,0.0
2021-01-14 17:22:34,173.0
2021-01-14 17:22:34,0.0
2021-01-14 17:32:38,604.0
2021-01-14 17:32:38,0.0
2021-01-14 17:32:38,0.0
2021-01-14 17:32:38,0.0
2021-01-15 09:40:19,0.0
2021-01-15 09:40:19,0.0
2021-01-15 09:40:19,0.0
2021-01-15 09:50:24,605.0
2021-01-15 09:50:24,0.0
2021-01-15 10:56:38,3974.0
2021-01-15 10:56:38,0.0
2021-01-15 11:31:12,2074.0
2021-01-15 11:31:12,0.0
2021-01-15 11:38:24,432.0
2021-01-15 11:38:24,0.0
